,Grass Coverage,Herbivore Population,Predator Population
153,8.746666666666666,790,16
154,8.444444444444445,796,16
155,8.177777777777779,798,16
156,7.644444444444444,801,16
157,7.3244444444444445,805,16
158,6.915555555555556,806,16
159,6.702222222222222,806,16
160,6.417777777777777,808,16
161,6.275555555555555,813,16
162,6.026666666666667,815,16
163,5.8133333333333335,817,16
164,5.564444444444445,817,17
165,5.457777777777778,826,17
166,5.226666666666667,826,17
167,5.066666666666666,826,17
168,4.8533333333333335,822,17
169,4.586666666666667,825,17
170,4.515555555555555,822,17
171,4.142222222222222,822,17
172,3.928888888888889,822,18
173,3.5733333333333333,823,18
174,3.4666666666666663,821,18
175,3.1822222222222223,820,18
176,3.1288888888888886,816,18
177,3.111111111111111,815,19
178,3.075555555555556,813,20
179,2.933333333333333,811,20
180,2.968888888888889,805,20
181,3.0577777777777775,802,20
182,2.968888888888889,798,21
183,2.8622222222222224,791,22
184,2.8444444444444446,781,22
185,2.7377777777777776,775,23
186,2.577777777777778,770,23
187,2.4355555555555553,765,24
188,2.542222222222222,755,24
189,2.631111111111111,749,25
190,2.488888888888889,740,26
191,2.4533333333333336,727,26
192,2.631111111111111,720,26
193,2.542222222222222,716,27
194,2.542222222222222,709,28
195,2.4355555555555553,702,28
196,2.2933333333333334,702,30
197,2.3822222222222225,696,31
198,2.3288888888888892,692,31
199,2.2755555555555556,687,33
200,2.311111111111111,676,34
201,2.2222222222222223,666,34
202,2.2044444444444444,661,34
203,2.2044444444444444,654,35
204,2.168888888888889,650,35
205,2.08,640,35
206,2.0444444444444447,636,35
207,2.08,628,35
208,2.062222222222222,619,35
209,1.9555555555555555,612,35
210,1.92,603,36
211,1.9911111111111113,591,36
212,1.9377777777777778,585,36
213,2.062222222222222,579,36
214,1.866666666666667,571,36
215,1.866666666666667,560,39
216,1.9733333333333332,552,40
217,2.0266666666666664,542,40
218,2.0444444444444447,533,41
219,2.062222222222222,531,42
220,2.008888888888889,524,42
221,2.0266666666666664,515,42
222,2.0266666666666664,505,45
223,2.0266666666666664,502,45
224,2.1155555555555554,493,46
225,2.151111111111111,486,46
226,2.2755555555555556,477,48
227,2.2577777777777777,468,49
228,2.2399999999999998,460,51
229,2.2933333333333334,451,51
230,2.2399999999999998,439,51
231,2.4,431,51
232,2.3822222222222225,419,52
233,2.3822222222222225,410,53
234,2.4,402,53
235,2.3822222222222225,392,54
236,2.3822222222222225,382,55
237,2.3644444444444446,368,56
238,2.4533333333333336,359,56
239,2.488888888888889,350,56
240,2.488888888888889,338,57
241,2.488888888888889,333,59
242,2.417777777777778,327,61
243,2.4,320,63
244,2.5244444444444443,309,64
245,2.542222222222222,300,64
246,2.542222222222222,295,64
247,2.5955555555555554,285,64
248,2.6133333333333333,282,64
249,2.666666666666667,281,65
250,2.6844444444444444,275,65
251,2.7199999999999998,269,66
252,2.8444444444444446,265,67
253,2.8266666666666667,258,67
254,2.933333333333333,250,67
255,3.075555555555556,241,68
256,3.2,237,70
257,3.2355555555555555,229,70
258,3.2711111111111113,218,71
259,3.342222222222222,213,73
260,3.3955555555555557,208,73
261,3.431111111111111,206,74
262,3.5911111111111107,203,74
263,3.7155555555555555,198,75
264,3.768888888888889,194,75
265,3.911111111111111,189,76
266,3.9466666666666663,183,76
267,4.142222222222222,179,77
268,4.213333333333334,174,78
269,4.302222222222222,168,78
270,4.444444444444445,161,78
271,4.622222222222222,152,79
272,4.835555555555556,146,79
273,4.906666666666667,139,80
274,4.977777777777778,134,82
275,5.137777777777778,125,83
276,5.2444444444444445,115,83
277,5.422222222222222,107,84
278,5.475555555555555,104,84
279,5.582222222222223,101,84
280,5.795555555555556,95,84
281,5.973333333333334,93,85
282,6.151111111111112,93,86
283,6.204444444444444,92,88
284,6.311111111111112,91,90
285,6.488888888888889,88,90
286,6.666666666666667,84,90
287,6.826666666666667,82,91
288,6.915555555555556,79,91
289,7.075555555555556,73,92
290,7.342222222222222,71,93
291,7.5200000000000005,67,95
292,7.768888888888889,65,96
293,8.071111111111112,63,97
294,8.248888888888889,60,98
295,8.426666666666668,58,98
296,8.764444444444445,50,100
297,9.013333333333334,50,101
298,9.28,48,101
299,9.493333333333332,46,101
300,9.6,43,102
301,9.848888888888888,42,101
302,10.044444444444444,39,101
303,10.311111111111112,37,101
304,10.417777777777777,35,101
305,10.613333333333333,34,101
306,10.80888888888889,32,102
307,11.057777777777778,31,102
308,11.164444444444445,30,103
309,11.342222222222222,27,104
310,11.662222222222223,27,104
311,11.946666666666667,27,104
312,12.32,27,104
313,12.586666666666666,27,105
314,12.782222222222222,23,105
315,12.995555555555555,23,105
316,13.297777777777778,23,105
317,13.617777777777778,21,105
318,13.813333333333333,21,104
319,14.222222222222221,20,104
320,14.471111111111112,19,104
321,14.666666666666666,17,104
322,14.986666666666668,18,104
323,15.34222222222222,18,104
324,15.697777777777777,18,103
325,16.035555555555554,18,103
326,16.355555555555558,17,103
327,16.604444444444443,16,103
328,16.835555555555555,16,103
329,17.031111111111112,16,103
330,17.44,15,103
331,17.831111111111113,15,103
332,18.22222222222222,14,103
333,18.524444444444445,14,103
334,18.862222222222222,13,103
335,19.217777777777776,12,103
336,19.608888888888888,12,103
337,19.875555555555554,12,102
338,20.213333333333335,12,101
339,20.64,12,101
340,20.96,12,100
341,21.351111111111113,11,99
342,21.777777777777775,10,98
343,22.115555555555556,9,97
344,22.506666666666668,8,97
345,22.915555555555557,8,96
346,23.288888888888888,8,96
347,23.733333333333334,8,95
348,24.071111111111108,8,95
349,24.48,7,93
350,24.906666666666666,7,92
351,25.44,7,91
352,25.74222222222222,7,91
353,26.097777777777775,7,91
354,26.311111111111114,7,91
355,26.666666666666668,7,90
356,27.111111111111114,7,89
357,27.502222222222223,6,88
358,28.01777777777778,6,88
359,28.337777777777777,5,87
360,28.69333333333333,5,87
361,29.102222222222224,5,86
362,29.439999999999998,5,86
363,29.777777777777775,5,87
364,30.026666666666667,5,87
365,30.54222222222222,5,86
366,31.11111111111111,4,84
367,31.52,5,84
368,31.893333333333334,5,83
369,32.337777777777774,5,83
370,32.675555555555555,5,81
371,33.22666666666667,5,79
372,33.58222222222223,5,78
373,34.09777777777778,5,78
374,34.41777777777778,5,78
375,34.93333333333333,5,77
376,35.324444444444445,5,77
377,35.87555555555556,5,76
378,36.30222222222223,5,74
379,36.62222222222222,5,74
380,37.10222222222222,6,73
381,37.47555555555556,6,73
382,37.90222222222222,6,73
383,38.34666666666667,6,72
384,38.86222222222222,6,71
385,39.342222222222226,6,71
386,39.839999999999996,6,71
387,40.40888888888889,6,70
388,40.906666666666666,6,69
389,41.297777777777775,6,68
390,41.68888888888888,6,67
391,42.062222222222225,6,64
392,42.84444444444445,7,64
393,43.37777777777777,7,64
394,43.733333333333334,7,64
395,44.12444444444444,7,64
396,44.49777777777778,8,64
397,44.995555555555555,8,61
398,45.36888888888889,8,60
399,45.92,9,60
400,46.50666666666667,10,60
401,47.02222222222222,10,60
402,47.431111111111115,10,59
403,48.035555555555554,10,58
404,48.51555555555556,10,56
405,48.995555555555555,11,55
406,49.36888888888889,14,53
407,49.919999999999995,14,52
408,50.32888888888889,14,50
409,50.77333333333334,14,50
410,51.2,14,49
411,51.66222222222222,15,49
412,52.16,14,47
413,52.60444444444444,14,45
414,52.959999999999994,15,45
415,53.36888888888889,15,45
416,53.79555555555555,15,45
417,54.09777777777778,15,44
418,54.50666666666667,15,44
419,54.93333333333334,14,41
420,55.46666666666666,14,40
421,56.053333333333335,14,39
422,56.551111111111105,14,39
423,56.90666666666667,14,39
424,57.440000000000005,15,38
425,57.86666666666667,15,37
426,58.151111111111106,15,37
427,58.56,15,36
428,58.95111111111111,14,35
429,59.48444444444444,15,33
430,59.78666666666667,15,33
431,60.39111111111111,16,33
432,60.83555555555555,16,32
433,61.13777777777778,16,31
434,61.35111111111111,19,31
435,61.81333333333333,19,29
436,62.11555555555556,20,29
437,62.4,19,29
438,62.73777777777778,21,29
439,63.12888888888889,22,27
440,63.39555555555556,22,27
441,63.644444444444446,23,27
442,63.87555555555555,24,27
443,64.21333333333334,22,26
444,64.58666666666667,22,26
445,64.92444444444445,25,26
446,65.17333333333333,26,25
447,65.67111111111112,25,25
448,66.11555555555556,26,25
449,66.43555555555555,26,25
450,66.66666666666666,27,25
451,66.9511111111111,29,25
452,67.2,30,25
453,67.44888888888889,30,24
454,67.55555555555556,32,23
455,67.85777777777777,32,21
456,68.2311111111111,31,21
457,68.33777777777777,31,20
458,68.64,34,20
459,69.22666666666667,34,20
460,69.44,35,18
461,69.74222222222222,34,18
462,69.86666666666666,34,18
463,70.25777777777778,35,18
464,70.50666666666666,39,17
465,70.88,41,17
466,71.18222222222222,42,17
467,71.36,43,17
468,71.55555555555554,46,17
469,71.71555555555555,47,16
470,71.96444444444444,46,14
471,72.12444444444445,45,14
472,72.42666666666666,45,13
473,72.8711111111111,48,13
474,73.13777777777779,49,13
475,73.35111111111111,51,12
476,73.24444444444444,51,12
477,73.38666666666667,54,12
478,73.63555555555556,57,12
479,73.76,61,12
480,73.74222222222222,62,12
481,73.90222222222222,65,12
482,74.06222222222222,65,12
483,74.22222222222223,69,12
484,74.4,73,12
485,74.50666666666666,74,12
